content,score
game aneh kok gua gak pernah hoki oy madai #8 4 kali aneh gua apus dulu 😩😩,1
saya usulkan mc mode old di pertahankan aja,5
"game strategi butuh kepintaran, gk cuman taruh Hero trus udh, harus ada strategi yg bisa bikin Lane up lebih kuat, cuman kukasih bintang 4 karna sering ngelag",4
"game nya udah bagus min,tapi tolong buat gw yg baru download gaush ad tutorial paksa nya gw mau ganti akun juga lama ngabisin waktu min.itu aja makasih.",5
"apasi lagi main tiba tiba koneksi lost, padahal wifi lancar buat aplikasi lain, terus juga suaranya hilang padahal musik suara dalam game dll full di 100 tapi ttp aja ilang, udah si uninstall kalo gini banyak kendala padahal cuma buat have fun main game",1
byk bug,1
"Plin plan, kebanyakan pembaruan patch, bikin ga nyaman",1
nerf hero roll bawah,3
"gua lebih suka yg dulu, udah itu aja titik",2
gacorrrr,5
game ini sangat cocok bagi anda semua untuk game online terbaru game online game flash player terbaru industri di Indonesia,5
"sebelum meluncurkan patch terbaru sebaiknya di cross cek lagi. Kalau mau memberikan buff atau nerf ke Hero atau synergi, perlu di uji coba lagi. Contoh, sinergi MM, di nerf parah. Padahal Hero seperti Layla, wanwan, Clint dan Granger tak ada damage nya alias geli geli aja kecuali irithel dam moskov. Harusnya yg di nerf itu Hero irithel dan moscov saja, jangan Sinergi MM secara keseluruhan yang di nerf😡😡😡",2
gem bagus saya belum ada dua hari Udah master pokok nya bagus lahh🤓🤓😉👍,5
rune cristak kek sistem nya gk adil dameg hero nya gk ngotak lah,1
"update bukanya makin seru malah makin tolol,",1
perhitungan banned tidak masuk akal. seharusnya perhitungan terbanyak dong.,3
jujur saya suka game nya . yg saya gak suka setelah updte masa saya full level 11 hero full bintang 3 ..kalah sama mokov bintang 1/2 ngakak kesenjangan yg sangat jauh tapi musuh menang cuma gara2 moskov level 1/2,2
nama game nya jangan ada kata GO GO!!,4
"di bandingkan MLBB game ini sering susah dibuka, sering ada bug ketika mencari pemain dan di beberapa situasi tertentu hero yang di harapkan muncul cenderung di sembunyikan dan tidak di munculkan",1
hapus aja dari playstor game sampah hapus hapus hapuuuuus,1
Game gaje 70 persen hoki 30 pesen skil kadang suka ngeleg perbaiki lah MOOONTOON,1
tolong ada opsi unduh yang penting saja sebagai opsi dan gak bisa di jeda pengunduhan ngapain ada pengelola unduhan kalau gak bisa di stop,1
"Akun udh mytic gara2 ganti aku terus maj ganti lagi ke akun sebelumnya sehabis verifikasi kode muncul tulisan network conetion error please try agin muncul itu terus jdi gak bisa nerima kode dan ganti akun sudah hampir 1 bulan dan gonta ganti jaringan wifi data gitu terus padahal coba di hp adek ku bisa, al hasil aku hpus game nya game broken",1
"menurut gw gausah cape cape bikin game yang lainn ML aja masih rusak, seperti player solo di pertemukan dengan player bucin,Mabar,dan Dll, dan player yang main tidak benar seperti mencuci baf,tidak ikut war,tidak membantu tim yang lain, itu tidak bisa di laporkan/report saran, mending perbaiki lagi di bagian pencarian tim pas matching player solo di pertemukan dengan player solo lagi, dan player yang ugal-ugalan bisa di report tidak hanya player afk yang bisa di report player yang ugal-ugalan",1
lumayan seru tapi jangan dimainkan untuk hp ram kecil,5
bug Jonny tidak mau nabrak,1
"sebenernya game ini si bagus "" aj tapi minusnya refresh tokonya keseringan ampas",4
game seruu mudah,5
hapus aja game gaje,1
"gua naikin bintang nya. Tapi kenapa server nya down setiap gw mainin, sedangkan Abang nya (MLBB) itu bagus? tolong ya",2
parah seting banget lag server nya,1
gam sangat susah,1
tingkatkan lagi,1
seruuuu,5
sangat menggairahkan interest,5
"pemilihan hero + item, seperti bermain judi, jadi bisa disetting kalah, dengan cara dapat kartu go go jelek dan hero murah terus walaupun sudah dilevel 7/8, mending sistem beli seperti Mobile legend, jadi lebih adil",1
mahices lama,5
tolong di buat kan juga untuk mode offline agar bisa melakukan eksperimen² dan melatih keterampilan dan untuk mode custom vs Ai tidak mengunakan internet seperti halnya mlbb,5
rekomendasi buat yg lagi sakit,5
game rusak produk moonton emang rusak bikin stress game penambah stress,1
"sebelum mcgg diliris kirain hero yang diingkan itu gak sesulit pas masih satu apk sama mlbb ternyata sama ajah, mau dapetin Hero sesuai emblem sangat2 sulit, malah kalah paling bawah terus",1
makin rank tinggi makin sulit buat dapatin Hero bintang 3,1
nerf tu sinergi downbreker dan Aurora koncet ga belence 🐶,1
sekarang banyak eror masa enga bisa masuk,5
"min skill comender di balikin seperti dlu min,karna ini ad MC nostalgia gw pengn comender ny juga di nostalgia in juga min dan gw ngsih bintang 4 krna kurng 1 itu aja 🙏",4
skin comender sama semua kayak skin aslinya Ngak ada perubahan bosan liat nya,1
cocok banget buat aku yang sering sering stres main main game mobanya banyak dark sistem jaringan sering ngeleg di game ini setidaknya bisa menghibur lah dari stres ku thank you,5
"Kenapa tidak ada fitur untuk magic chass go go di live tiktok, tidak seperti mobile legends yang langsung tertuju ke game saat live di tiktok?",3
loding terus ga bisa maen,1
"kasih lawan yang sepadan monton,butuh draksistem ini gue",5
kenapa ketika saya main di kasih yang jelek trus😭😭 saya jadi kalah muluu hahh....gimana sih harusnya adil dong...yang lainnya dikasih hero bagus kecuali gw... gw aja dikasih yang jelek dan gak sesuai,1
Cocok buat yang bosen main ml,5
"gems ga jelas masa gems gitu doang ram 4 bisa bunyi kaya mesin cukur, kalo buat gems tuh di turunin ram nya biar rame tolllloooollllllll",1
sering keluar2 sendiri,1
game sekem 😑😑😑😑plis lah jgn sekem muntun,1
benerin dulu game sebelah baru bikin game baru,1
"Tiba"" menghilangkan gbs di mainin, login ulang trs bisa, udh ny menggunakan lagi. padahal sinyal aman buka aplikasi lain lancar kocak",1
sinyal lost,1
"masih banyak cheater, main udh mau menang eh sinyal tiba2 muter, harus di pksa reload. Beberapa kali menemukan hal seperti itu, terutama bertemu yg katanya top global tapi cheat",2
"Tolong kalo gak niat bikin game gak usah bikin game, masa lagi war udah win streak dari awal musuh tinggal 1 malah server eror yang jelas lah kalo bikin game, pakek di buat apk sendiri lagi, masih enakan jadi satu di mobile legend gak pernah eror server, montoon"" hadehhh...",1
Tolong lebih bijak lagi dan perbaiki kendala seperti jaringan menghubungkan ulang saat bermain. padahal sinyal saya baik-baik saja.,1
"sering lag gajelas,",2
kalau maintenance itu diberitahukan jangan tiba tiba lagi main dibuat ngelag buat tusun aja,1
jaringgan server sering eror membuat bermain tidak nyaman dan sering mengalami kekalahan,1
sering disconect sekarang,1
sinyal bagus ngeleg di pertengahan pertandingan mulu asw,5
"sering banget tiba tiba menghubungkan ulang, padahal wifi aman, giliran login ulang ngestuck gabisa masuk, tapi buat yang laen laen bisa",3
"ayolah moonton kenapa sebelum atau sesudah fatebox pertama sering lag koneksi buruk, ini tidak terjadi sekali tapi beberapa kali di kondisi yang sama, jika satu kali atau dua kali wajarlah mungkin karena internet saya yang buruk, tetapi ini terjadi beberapa kali di kondisi dan situasi yang sama",1
"sering "" menghubungkan jaringan "" waktu di dalam game posisi jaringan bagus wifi/ seluler ga ad masalah, kalo bisa di perbaiki permasalahan di sana",3
ga jelas menghubungkan terus mana relog gak bisa masuk lagi!! game rusak.,2
"TOLONG DIPERBAIKI KALAU WAR TINGGAL 3 BESAR TIBA"" NGELAG, MASUK LAGI UDAH SELESAI DAN RIWAYAT NYA PUN GK ADA KOCAKKKKKK",1
sering lag padahal jaringan lancar,2
"kalau sementara bermain jangan tiba tiba pembaruan laa moonton, jadi gangguan server kirain jaringan ilang padahal tidak.",2
"game rusak, server ngelag",1
makin ksini makin gajelas kebanyakan maintance bug jaringan..,1
game aneh sinyal bagus tapi lag kocak,1
NAJIS TERUS SAJA MENGHUBUNGKAN !!!,1
tiba2 ngelag pdhal sinyal full,1
sering DC di game padaha koneksi aman di browser / streaming video,3
game gajelas. sinyal full kok tiba tiba tidak ada jaringan,1
"tiba2 hilang sinyal,dan bukan sekali dua kali,padahal internetan,youtuban lancar",1
"gblok benerin bug nya dulu baru buat geme maen tiba"" keluar padahal jaringan lancar dongo",2
game tolol ngelag,1
sering lag ga jelas,1
dongo sinyalnya ilang ilangan,1
Tolong di perbaiki server karena stack pemberitahuan hilang jaringan padahal jaringan penuh,2
"anehh sinyal bagus tapi menghubungkan ulang Mulu pas udah ws 3x aneh emangg, gitu ya caranya biar ws pecah",1
game ga bener ngestak mulu lagi main sinyal padahal aman minimal di perbaiki lah,1
game rusak sering banget ganguan sinyal padahal wafi amn buka yg lain lancar jaya giliran push MC gogo DC KLO ga menghubungkan pas di game nya ajg 2,2
"game nya main gambling, kalo dapet hero nya kembar enak, kalo ga ga enak",1
"GAMENYA SERU tapi sayang masih banyak yg pake cheat,tolong di perbaiki monton 😮‍💨",5
"Tiba tiba aja disconect tanpa sebab, jaringan full bar gak ada kendala eh disconect sendiri, syukur"" bisa nyambung ke game, lah ini parah gak bisa connect lagi ke game terus dikasih pelanggaran + bintang turun. heheheh ton moonton, good work! 👍👍👍👍👍👍👍👍👍👍👍👍👍👍",1
"lag, gak jelas. koneksi lancar tp in game menghubungkan",1
tolong server perbaiki mass tiba2 reconect ga jelas lagi. hrus login ulang baru jalan!!,3
"game eror, masak iya main tiba2 lag, bukan karna internet looooolll",1
"game sampah di late game mau menang aja di persulit dengan tiba-tiba reconnect, pdhal internet aman aja, bintang 1 game sampah",1
kenapa sering eror lagi main enk enk tiba tiba leg satu server gerammm,3
BANYAK BUG. BUG TERDIRI DARI: 1. JARINGAN 2. GAMEPLAY 3. JARINGAN 4. GAMEPLAY 5. BALIK LAGI DARI AWAL,1
"adanya kecurangan bermain saat permainan tiba"" koneksi hilang padahal koneksi saya kenceng dan coba menggunakan wifi juga sama, tolong dibantu memberantasi kecurangan yang ada",1
"game gak jelas, sudah double jaringan, data dan wifi 50mpbs masih ngelag, percuma pisah aplikasi, tapi gak jelas juga proses perbaikannya",1
ga jelas banget lagi main tiba tiba server down,1
ngeleg,1
jaringan ngilang2 terus padahal internet stabil. mana lagi kritis jadi kalah. koplokkk ini game,1
late game malah relog pie to ki?,3
"sistem game sering eror jaringan bagus tiba"" jaringan menghubungkan ulang",2
"taik bisa2nya ada yang make cheat tiba2 konek putus, keluar game masuk lagi malah gak bsa",1
woi knp tiba tiba lag,1
FUNGSI WANWAN APA BOSS?,1
game najis mending AOV,1
tiap main ga dikasih hero yg saya butuhkan ngakak cik,1
kembalikan sinergi yang lama!,5
keren aja ajay pppopp jik ada yang mebca ini mabar reng mitik imo gedong ml,5
Bagus aku suka kekuranganya buat aku kalok pasupdet kasih Hero baru,5
dear moonton tolong kembalikan sinergi stun ku mohonnn,4
game burikk.,1
game paling buruk wkkwkw sumpah buruk bgt. lama kelamaan ini di tinggal player nya ini. gw main MC dari dulu lama bgt. pas di pisah jadi aneh . asli paling buruk ini game .,1
katanya sinergi seperti MC old padahal masih beda jauh sempat download pas baca 5 menit main ceh sinergi langsung hapus apalagi tau ada gogocard nya sama game nya kaku gk kayak MC ORI ini kayak sampah gak ada pertarungan taktik sedikit pun kayak dulu bisa experimen asik ini kayak AJG UDAH SKIL COMANDERNYA ANEH BANGET AUSTUS SAMA THARZ JUGA GK ADA GAME APAAN SCAMM😡,1
Ilangin fitur pas kalah kenapa harus liat orang lain maen,1
mc gogo ini lebih seru dari game lain,5
"game nya bagus, tapi tolong hero gord di nerf karna damage nya gak ngotak",3
game tidak baik untuk anak kecil bikin pusing ngescam,1
"aneh semenjak aplikasi pisah sama mlbb, mlgogo ini suka susah banget login buat masuk udah berapa kali uninstall tetap aja.. jaringan udah bagus coba wifi sama aja.. enakan gabung sama aplikasi mlbb seperti seblmnya.",1
setelah di update jadi stuck loading di awal game parah sih,1
"Game scam, trash game",1
Keren Dan Menarik Game Nya Tetapi Fitur Fitur Nya Masih Kurang Untuk Pemain Yang Sudah Lama Bermain,5
kerja bagus,5
susah untuk dpt kan sinergi yng tepat... tingkat warior aja susah nya minta ampun,1
"overal bagus. tapi ngak bisa ngeliat profil orang 🗿. masak ngeliat profil harus follow dulu. iya kalok orangnya asik, kalok songong. 🗿🗿🗿",5
"MENANG KALAH diatur sistem, kalau lagi lostreak langsung gampang banget menangnya. tapi pas winstrik mau pakai cara apapun tetepusuh diunggulkan dengan kartu & shop yg sinkron. intinya INI BUKAN GAME STATEGI, TAPI GAME ""HOKI"". -pas kalah level 9 stock hero 14/15 rolling sampai habis 40gold gak keluar'' heronya -pas menang lvl 7 roll 3x langsung bintang 2 hero epicnya anehh",1
makin gajelas dari segi apapun gajelas !!! sampah!!,1
Game seru,5
sumpah mendapatkan kemenangan di magic crystal rune susah banget menang nya saran ubah lagi kaya di mcbb ori nya susah buat dapet rune nya susah lah kalah mulu gara² musuh yang dapet duluan,3
round creep item nya ga keluar ... baru muncul setelah fatebox,1
jgn mau ntr di bantai,5
Game gendeng(kikir dikit),1
game ini sangat bagus and bisa di mainkan di waktu saat sedang bersantai. (good game),5
"UBAH ULTI THAMUZ, GAK GUNA ULTINYA BJG",2
makin di update malah makin buruk jelek gamenya gk asik,1
jelek banget,1
makasih banget udah nyedia in lagi mc yang dlu,5
"benerin server lu dulu baru pembaruan,ngeleg Mulu pas main pas streaming aman aja",2
"nerf karina coy, ga ngotak imunnya",2
semuanya sudah Bagus tapi masalah jaringannya tolong di perbaiki padahal jaringn ku bagus 4G hp iponb13 tetap saja ngelek tolong di perbaiki papi monton🙏🙏,3
apk rusak seruan season kemarin wleeeekkk🤮🤮🤢,1
ga ml ga ini masalah utamanya ya dijaringan ajg bangt dari awal Ampe late game merah trus ping nya giliran darah udah tinggal 19 udah mau kalah lancar jaya kaga ngeleg samsek ping nya hebaaaatttt banget😂,1
dari awal loading screen tiba tiba menghubungkan kan ulang trus sampe ke akhir sampe relog 5 kali ga jelas padahal sinyal bagus,1
sangat puass,5
"Setelah update malah makin ngelag, padahal buat main ml biasa lancar"" aja tapi kalo main mcgg selalu ngelag ngeroll jadi susah. tolong diperbaiki lagi",1
game orang cerdas ini mah,5
"Masalah jaringan tolong diperbaiki, masa pakai wifi ping nya merah, terimakasih",2
kelasss gem nya,5
"game nya bagus dan seru, sering ada pembaruan dan event""menarik. saran:go go pass nya tambahin chessboard lah monton seperti dulu, jangan terlalu kikir lah",5
sejujurnya game nya udah bagus tapi waktu buat beli Hero + gabungin item menurut ku cepet banget belum sempat ganti emblem udah mulai aja semoga di perlambatan dikit waktu nya,5
bagus sih tapi emg jaringannya suka ngelag aj untuk overall mah bagus buat ngisi waktu luang,4
"sama aja kayak sebelah,, game gak waras dikasih lawan gg terus padahal baru main 1 Minggu baru aja nyampe ke epik",1
tolong lah tambahin semua hero skill 1 dan 2 dan 3 nya dong nanggung banget biar seru gitu mohon tolong tambahin 🙏🏻🙏🏻🙏🏻,4
"dark sistem nya masih tetap ada kyk di magic chess mlbb, sekali menang nomor 1, match selanjutnya susah dapat hero yg sesuai, dibuat kalah telak 2x atau lebih",1
dark sistem moonton kelihatan jelas,1
saya tadi bermain mc gogo pakai lylia pas aurora saya udah udah ada 2 aurora bintang 2 dan 2 aurora bintang 1 pas saya menang kok gak di kasih aurora satu lagi padahal lawan tidak ada yang punya aurora tolong di perbaiki moontoon moontoon gak pernah berpihak ke gua hanya berpihak ke orang lain moontoon gak jelas,1
makin tolol sinergi ga ga guna,1
Hero yang di butuhkan selalu sedikit di shop,1
sering tidak bisa beli hero ataupun melakukan apapun jaringan 5G tetapi tidak up level ataupun membeli hero TOLONG TINGKATKAN JARINGAN SERVER NYA HARGA TOP UP MAHAL JARINGAN SULIT,1
WIFI BAGUS PAKET AD TETEP JUGA JARINGANNYA JELEK BANGET,1
bayak bakya,3
"game nya bagus, namun sangat banyak bag yg menurut saya sangat menjengkelkan, mulai dari kadang tulisannya berubah jadi bahasa cina dll, dan gw saranin log out, soalnya kalo maksa main ntar di dakem game lag terus menerus😑, dan banyak bag jaringan yg masi membuat saya kesal, contohnya jringan stabil tpi di dlm game lag parah, mohon d perbaiki yh🙏",4
"pgn game mirip ml yg santai dan pgn terlalu kompe, ini cocok bgt sih jdi solusinya",5
