Ulasan,Rating,Aspek,Sentimen
sangat sangat mantap untuk membuang waktu luang anda naik bintang susah giliran turun langsung mantap bukan,1,satisfaction,positive
kecewa saat ada mode baru yaitu magic crystal kenapa saat menggunakan rya di mode tersebut masih menggunakan blessing pada skill rya nya kenapa tidak diganti dari blessing ke magic crystal tolong diganti dong dari blessing ke magic crystal agar enak main nya kalau menggunakan nya biar bisa sesuka hati kalau memilih magic crystal saat seperti dulu sebelum update,1,satisfaction,negative
balikin abee seperti dulu,1,unknown,negative
megic chess lebih lama lebih jadi anekarakter nya jadi seperti bonekasusa pilih mana karakter jadi lebih rumit parahtidak enak main magic chess lebih baik main coc,1,satisfaction,negative
ya bagus untuk game ini mirip ml,5,satisfaction,positive
apaan nihkok data mcgg saya riset sihudah kali nih woimasak nol lagi data nyamasak tiap update harus download dari nol terus saya,1,satisfaction,negative
sebenarnya gamenya seru tapi tolong lah kenapa setiap update harus mendownload dari awal dan itu saat mengunduh data sangat lama padahal sinyal bagus aneh,2,satisfaction,negative
game idiot pembodohan,1,unknown,negative
gnna sih enggak ada updatean tiba tiba data gamenya hilang menjadi harus download lagi tolong diperbaiki monton,1,satisfaction,negative
dikit update dikit update enggak jelas,1,unknown,negative
gila mennn ada sinergi lama terima kasih atmint,5,satisfaction,positive
season ini makin parah harga gold kalah dengan gold lebih rendah makin aneh hero gold bintang bisa kalah dari hero gold bintang bagaimana ceritanya hero harga gold dinerf terus jadinya hero lebih murah jadi op sekali bisa mikir tidak begini ya masa hero gold bintang kalah sama hero gold bintang nih menurut anda besaran nilai mana atau sebenarnya bisa ngitung tidak sih semenjak keluar dari mobile legend makin ngaur,1,effectiveness,negative
update kagak jelas matching kelamaan mending pada uninstall saja,1,satisfaction,negative
download dalemannya enggak bisa di tunda woi paketan saya habis,4,effectiveness,negative
saran saya tolong buat game ini lebih menantang jangan mentok di mytic glory saja bintang sudah sampai glory jadi kalau sudah sampai ke glory kita seperti tidak ada tantangan saja buat push rank lagi misalnya kita sudah sampai glory bintang masuk mytic glory immortal dapat hadiah skin kita masuk top global dapat hadiah skin mewah jadi ada tantangan begitu buat main kalau tidak seperti begini jadi cepat bosan jadi nya sudah sampai glory jadi malas main tidak ada tantangan buat ke atas nya,5,satisfaction,negative
game rusak hari² update terus membuat kouta saya habis sudah update nya tidak ngotak login nya jadi lama saya cuma mau main buat hiburan bukan buat update game membuat internet boros terus,1,satisfaction,negative
yerlalu berat kadang hero tidak muncul muncul,2,satisfaction,negative
seperti game cacat jirserver lag mulu,3,effectiveness,negative
ini kenapa tiap hari buka game download mulu data nya an mlbb juga begitu dan tiba² malah masuk ke akun advan pindah ke orig malah download juga,1,effectiveness,negative
susah mencari guinevere game jelek,1,satisfaction,negative
meme saya menggunakan buss tidak dapat moskov apalah lucu,1,satisfaction,negative
sering keluar sendiri kalau live game ini via tiktok,3,unknown,neutral
lebih susah dapat bintang,1,satisfaction,negative
fitur manajemen kontennya ampas sekali pertama untuk downloadnya jalan butuh waktu lama kedua download tidak bisa dipause ketiga seluruh data dipaksa buat didownload kecuali yang terakhir harusnya kita bisa download data yang kita mau saja,1,satisfaction,negative
saya setuju tentang komen tapi yang mengasih lima bintang itu benar,5,satisfaction,neutral
lag tuh gake nya mohon perbaiki lagi,5,satisfaction,negative
setiap update kok selalu download ulang data mulu selalu ngulang dari ngabisin kuota anjir mana sudah habis gb lebih lagi hufftt sialan,1,effectiveness,negative
terlalu sering update dan tidak ada pengaturan update melalui seluler atau wifi,2,unknown,negative
terlalu banyak ubdate,1,unknown,negative
game nya seru tapi kenapa saaya tidak bisa login ke akun saya yang sudah ada sejak updete seasone kemarin ya selalu kesalahan koneksi mulu padahal koneksi saya lancar mohon diperbaiki ya karena ini sangat mengganggu,2,effectiveness,negative
game sih bagus grafik mantap tapi saran saya dibuatkan mode offline seperti di mlbb biar kalau tidak ada kuota masih bisa main,4,satisfaction,positive
kalau sudah rank glory membuat malas main soalnya cuma bisa mabar ber jadi tidak bisa ikutan partyan tidak diupdate sistemnya dari season lalu tolong lah diubah yang membuat seru kan kalau mainnya mabar,2,satisfaction,positive
tolong perbanyak draft baned comender untuk apa comander banyak tapi ban cuma comander sekian dan terimakasih drs hali mubarok,3,satisfaction,negative
plis lah jangan keseringan update terus kenapa sih mana update nya gede gede lagi otomatis pula enggak bisa di tunda dulu begitu ganggu sekali main,1,satisfaction,negative
lawan dikasih beruntung terus saya tidak dikasih hero line up saya,1,effectiveness,negative
bagus tapi lebih suka yang dulu,5,satisfaction,negative
game nya sudah bagus tapi kok suka hilang terus ya data game nya setiap minggu download data mulu mana dari nol lagi ayolah perbaiki tuh yang data ml nya suka hilang hilang untuk ponsel ponsel bagus mah enak saja dia untuk yang menggunakan ponsel kentang bagaimana tolong di perbaiki ya moonton,2,satisfaction,positive
tapi kenapa tidak bisa di update majic chess gogo saya,5,satisfaction,neutral
update terossss paketan habis lama lama mirip kakaknya sih ml,1,satisfaction,negative
game aneh tiba tiba data ke riset sendiri balik ke awal lagi,1,unknown,negative
mencret,5,unknown,negative
bagaimana sih moonton susah player lain seperti saya enggak bisa ganti akun ke yang lain padahal saya sudah punya akun magic chest gong gong soalnya banyak orang lain kecewa maka naikin ranked ke banyakan bintang nya tier nya sampai tier legends atau yang rank lain,1,satisfaction,negative
gamenya sudah sangat bagus namun saya sarankan mcgg di tambahkan mode offline seperti di mlbb kalau bisa tolong masukin mode offline di mcgg nya,5,effectiveness,positive
topp,5,unknown,positive
asyik luar biasa,5,unknown,positive
koneksi jadul,1,unknown,negative
sekalinya menang cuma naik bintang tapi giliran kalah bintang juga bisa hilang mana disetiap level rank nya bintang nya tidak ngotak banyaknya,1,satisfaction,negative
bug sekali lost connect sampai sekarang enggak bisa play lagi rusak rusak,1,effectiveness,negative
tidak jelas hero harga bintang kalah sama hero harga bintang,1,effectiveness,negative
tolong kenapa saya gagal login terus menerus padahal koneksi sudah bagus,5,effectiveness,negative
lah enggak jelas tiba tiba keluar game terus tidak ada koneksi internet di jam,1,satisfaction,negative
ini game aneh tidak jelas main deh pertengahan malah menghubungkan ulang koneksi normal lancar di lobby juga matcmaching di temukan tapi sampai menit belum bisa ada tombol pencet masuk aneh,3,satisfaction,negative
minimal kasih yang sesuai lah heronya yakali sudah unfi lebih tidak dapat dapat lo dapetnya tidak sesuai kalau sudah bagus dapetnya nanti saya kasih bintang akun pascol total bintang ok saya tunggu ini gamenya,1,effectiveness,negative
sering stuck anjir,1,unknown,negative
sangat tidak bagus dalam matcmaking nya juga tolong saat rollnya sangat ampas,1,satisfaction,negative
woy game rusak kah rank saya win terus kenapa bintang tidak menambah menambah,1,satisfaction,negative
game rusak menggunakan koutawifi masa koneksi nya tetap lag semenjak season malah makin sering lag koneksi nya,1,effectiveness,negative
game burikskill comander tidak sesuaisynergi hero yang di menggunakan tidak sesuai toko shopburik,1,effectiveness,negative
nerf comander hama seperti wanwan kagura miya lah monton,1,satisfaction,neutral
game rusakkkk tidak seruuu,1,satisfaction,negative
cuman mcgogo combo swordman jalan kaki balikin seperti di magic chess sebelum nya lah saya sudah lama pensi setelah muncul mc gogo,1,satisfaction,negative
sudah level masih saja susah mencari moskov saya nya keburu kalah gegara mencari moskov tidak ketemu ketemu,2,satisfaction,negative
mantap mvp terus,5,satisfaction,positive
game taekkmenang kali kalah berkalinaik bintang atau main lagi kalah berkali hilang bintang sekaliguspermainan tidak seimbang sekali sudah diatur sistemmau level n bintang kekuatan setinggi apapun kalau sudah diatur sistem kalahtim tidak akan terasa demage sama sekali ke lawangame apaan seperti begini,1,satisfaction,negative
jujur saja game ini bagus tapi dari segi permainan entah memang sengaja atau bagaimana misal menang sekali malah dibuat kalah berkali kali kesal sih,1,satisfaction,negative
sulit dapat hero yang dibutuhkan kesempatan main hero legend juga sulit karena cuman terlalu paspasan untuk bintang susah dapat magic crystal sinergi yang sama permainan lebih mengarah ke siapa yang beruntung dia yang menang bukan susun strategi,1,satisfaction,negative
update terus tapi makin kacau mendapatkan hero yang dibutuhkan makin sulit,2,satisfaction,negative
tidak bisa fusuyon saat dibeli pemainya dipertandingan mulai,1,satisfaction,negative
terlalu banyak kata yang di sensor tidak asyik,1,unknown,negative
game enggak jelas pembagiannya menang sekali kalah berulang ulang kaliseakan seperti pilih kasih hanya kepada player player tertentu,1,effectiveness,negative
enggak jelas tidak adil sekali woi kasihnya,1,satisfaction,negative
saat mau finasl super nge lag aplikasinya parahhhb,1,effectiveness,negative
jujur ini game sudah bagus saya yang main mc dari season bahkan sebelum ada mcgg juga suka game ini menurut saya minus nya nih game cuma yaitu lag delay saat di game dan sering log out sendiri ketika lagi nge lag padahal koneksi bagus saja jadi mohon di memperbaiki ya dari pihak moonton sekian saran dan kritik dari saya terima kasih,4,satisfaction,negative
sepertinya sudah diatur soal menang kalahnya kalau sudah waktunya kalah mau menggunakan sinergi apapun pasti bakal kalhkalau sudah waktunya menang main ngawur saja pasti bakal menang aneh parah parah,1,satisfaction,negative
saya ketemu go go card jelek jelek tidak bisa begini tidak bakal menang saya kalau begitu yang adil lah mcc dan juga game loading nya sudah semua tapi kagak masuk masuk koneksi kagak sudah rusak ini game mending enggak usah main membuat strees sumpah tidak ada adil adil nya pliss jangan main sama game rusak,1,satisfaction,negative
gamenya tidak jelas padahal jaringannya bagus kok lag,3,satisfaction,negative
tolong admin buatkan jeda unduh data soalnya saya menggunakan paket data tidak mungkin juga saya menggunakan paket data untuk mengunduh data file nya,3,effectiveness,neutral
too bad,1,effectiveness,negative
developer tolong dong nambahin fitur peningkatan koneksi ini saya memakai internet wifi lag kali merah terus saat dalam match jadi membuat kesal mau ngambil hero atau memindahkan hero tiba tiba delay dan itu membuat semua yang kami lakukan jadi sia sia mohon di tambah ya fiturnya serius saya meminta maaf kalau mengasih rating bintang,3,effectiveness,negative
permainan banyak yang tidak adil banyak lag nya,1,effectiveness,negative
sering sekali setiap login masuk nya berubah tulisan cina semua masih banyak bug nya,3,satisfaction,negative
mungkin harga hero² nya lebih di murahkan agar player yang baru main bisa beli dengan cara mudah,3,satisfaction,positive
game scam hero gold bisanya² cuma ada,1,satisfaction,neutral
kasih ling nya woi,1,satisfaction,negative
bug tidak bisa pencet di pojok kiri atas,1,effectiveness,neutral
aneh benar ini game malah stuck loading padahal koneksi bagus bagus saja,1,satisfaction,negative
game tahi tidak berguna sudah sama seperti ml tidak naik renknya sudah semua kombo di coba komender semua di beli tidak guna juga,1,satisfaction,negative
sekarang magic chess susah dan sinergi nya banyak yang saya tidak pahami agar lebih baik menurut saya kembalikan magic chees di mode arcade atau ml agar tidak membosankan seperti mcgg,2,satisfaction,positive
kenapa sering lag saat lagi war,3,effectiveness,negative
game tolol banyak bug nya,1,effectiveness,negative
game burik lag lagi,1,effectiveness,negative
gtw rating nya buruk yaudah ikutan saja,5,satisfaction,negative
game nya sangat bagus tapi kasih lah hero yang sesuai monton,5,satisfaction,positive
awesome i love itu,5,unknown,positive
padahal koneksi ok lancar tidak putus putus buat main game lain juga lancar buat lihat tiktok juga lancar tapi giliran buat main ini malah lag sama suka nge freeze,2,effectiveness,negative
tidak seimbang kalau mabar sama yang tier nya gede,4,satisfaction,negative
coba di betulin buat jaringannya tiba suka keluar game sendiri,3,satisfaction,negative
game ini sangat bagus tapi heronya yang keluar tidak dibutuhkan tapi kalau permainannya bagus dan juga gambarnya bagus semoga game ini berkembang menjadi game yang sangat bagus dan diperbarui semuanya ya,5,satisfaction,positive
sangat menarik untuk dimainkan di masamasa bosan atau lagi bengong,5,satisfaction,positive
semua skin dan tema gacha saya hilang dan di ganti dengan kotak dan koin biasa yang tidak sebanding,1,satisfaction,negative
menang kali kalahnya kali mantepp,5,satisfaction,positive
keren dan mantap deh pokoknya nih game,5,satisfaction,positive
game tidak masuk logika giliran dikasi item² card bagus malah dikasi musuh keras keras mana damage nya tidak masuk akal lagiapalagi damage dimid game tidak logis yang di early padahal jumlah hero hpnya kurang lebih sama game tidak jelasmasih enak magic chess yang lama dan tidak monoton seperti sekarang,2,satisfaction,positive
